"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL48208";"alpha-[Ru(azpy)2(cbdca-O,O')]";"";"Small molecule";"";"610.62";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H25N6O4Ru+3";"";"";"";"False";"-1";"["1 (alpha-[Ru(azpy)2(cbdca-O,O')])"]";"["alpha-[Ru(azpy)2(cbdca-O,O')]"]"
"CHEMBL261915";"Rhenium Oxo Complexe";"";"Small molecule";"";"1059.17";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C44H38N7O9ReS2+";"";"";"";"False";"-1";"['14']";"['Rhenium Oxo Complexe']"
"CHEMBL94700";"4-Mercaptoethanol-(2,2':6',2''-terpyridine)platinum (II) Nitrate";"";"Small molecule";"";"567.48";"2";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C17H16N4O4PtS+3";"";"";"";"False";"-1";"['2']";"["4-Mercaptoethanol-(2,2':6',2''-terpyridine)platinum (II) Nitrate"]"
"CHEMBL430519";"3-[18-(2-Carboxy-ethyl)-8,13-bis-(1,2-diacetoxy-ethyl)-3,7,12,17-tetramethyl-22,24-dihydro-porphin-2-yl]-propionic acid;Co complex";"";"Small molecule";"";"951.85";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C50H44CoN4O12";"";"";"";"False";"-1";"['6']";"['3-[18-(2-Carboxy-ethyl)-8,13-bis-(1,2-diacetoxy-ethyl)-3,7,12,17-tetramethyl-22,24-dihydro-porphin-2-yl]-propionic acid;Co complex']"
"CHEMBL71369";"Auranofin analogue";"";"Small molecule";"";"637.42";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C17H29AuO9PS-2";"";"";"";"False";"-1";"['27']";"['Auranofin analogue']"
"CHEMBL2368605";"Ruthenium complex";"";"Small molecule";"";"806.42";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C24H36Cl6N12Ru";"";"";"";"False";"-1";"['1b', '2b']";"['[Ru(1-Me-imidazolidine)6]Cl2', '[Ru(1-Me-imidazolidine)6]Cl3']"
"CHEMBL213916";"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex";"";"Small molecule";"";"1768.23";"3";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C50H42N18O18Pt3+10";"";"";"";"False";"-1";"['6 (H)']";"["4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complexes"]"
"CHEMBL1627738";"Estrogen platinum (II) hybrid derivative";"";"Small molecule";"";"760.70";"4";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C31H46Cl2N2O3Pt";"";"";"";"False";"-1";"['2 (n=4, m=1)']";"['Estrogen platinum (II) hybrid derivative']"
"CHEMBL64156";"N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue";"";"Small molecule";"";"432.35";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C27H24FeN2";"";"";"";"False";"-1";"['8b']";"["N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue"]"
"CHEMBL262033";"Platinum complex";"";"Small molecule";"";"1308.95";"3";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C44H30N12O12Pt2+8";"";"";"";"False";"-1";"['3 (H, butadiyne)']";"["4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complexes"]"
"CHEMBL371997";"Ruthenium complex";"";"Small molecule";"";"395.47";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H5Cl5N2Ru-2";"";"";"";"False";"-1";"['2']";"['Ruthenium complexes']"
"CHEMBL75221";"2,6-bis(octyloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane";"";"Small molecule";"";"607.83";"6";"12";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C18H36O2PtS4";"";"";"";"False";"-1";"['7']";"['2,6-bis(octyloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane']"
"CHEMBL54706";"Bis (2,4-pentanedionato) (N,N-bis(2-chloroethyl)ethylenediamine)cobalt(III) Percholate";"";"Small molecule";"";"433.26";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C15H31Cl2CoN2O4+";"";"";"";"False";"-1";"['19']";"['Bis (2,4-pentanedionato) (N,N-bis(2-chloroethyl)ethylenediamine)cobalt(III) Percholate']"
"CHEMBL293444";"N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue";"";"Small molecule";"";"564.25";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C26H25FeIN2O";"";"";"";"False";"-1";"['6i']";"["N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue"]"
"CHEMBL1201055";"";"";"Small molecule";"";"397.29";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C8H14N2O4Pt";"";"";"";"False";"-1";"['SID11532936']";"['SID11532936']"
"CHEMBL6811";"(2,2':6',2''-terpyridine)platinum (II) complex";"";"Small molecule";"";"785.21";"6";"25";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H24B2F8N4Pt+4";"";"";"";"False";"-1";"['4 (4-Me-C6H4)', 'in table II; pg.no.1001']";"["1.24'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complexes", "(2,2':6',2''-terpyridine)platinum (II) complex"]"
"CHEMBL4303664";"";"";"Small molecule";"";"618.52";"4";"8";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C34H34FeN4O4+3";"";"";"";"False";"-1";"['hemin', 'hemin', 'HEMIN']";"['hemin', 'hemin', 'HEMIN']"
"CHEMBL1589990";"";"";"Small molecule";"";"524.21";"6";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C16H24Cl2N5O4Rh-8";"";"";"";"False";"-1";"['SID4254027']";"['SID4254027']"
"CHEMBL2146199";"Platinum complex";"";"Small molecule";"";"550.34";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C17H20Cl2N2O2Pt";"";"";"";"False";"-1";"['12a']";"['[1-(2-Aminophenyl)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline] dichloroplatinum (II)']"
"CHEMBL3648424";"";"";"Small molecule";"";"659.59";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C22H36BN7O4Re+4";"";"";"";"False";"-1";"['BDBM103917']";"['US8562945, 253']"
"CHEMBL72402";"Auranofin analogue";"";"Small molecule";"";"465.28";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H21AuO4PS-2";"";"";"";"False";"-1";"['11']";"['Auranofin analogue']"
"CHEMBL269099";"Platinum complex";"";"Small molecule";"";"729.53";"6";"24";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H17B2ClF8N4Pt+4";"";"";"";"False";"-1";"['4 (Cl)', 'in table II; pg.no.1001']";"["4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complexes", "(2,2':6',2''-terpyridine)platinum (II) complex"]"
"CHEMBL2146193";"Trans-[PtCl2(isopropylamine)(propylamine)]";"";"Small molecule";"";"384.21";"5";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C6H18Cl2N2Pt";"";"";"";"False";"-1";"['2']";"['Trans-[PtCl2(isopropylamine)(propylamine)]']"
"CHEMBL608250";"(4-AmmonioThiophenolato)(2,2':6',2''-terpyridine)platinum (II) dichloride Dihydrate";"";"Small molecule";"";"648.52";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H26Cl2N4OPtS+5";"";"";"";"False";"-1";"['2j']";"["(4-AmmonioThiophenolato)(2,2':6',2''-terpyridine)platinum (II) DiChloride Dihydrate"]"
"CHEMBL611999";"Rutheium (II) triflate salt of (methyl (3S,5R)-8-methyl-3-phenyl-8-azabicyclo[3.2.1]octane-2-carboxylate)(penta methyl cyclo penta dinyl)";"";"Small molecule";"";"645.73";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C27H37F3NO5RuS";"";"";"";"False";"-1";"['4']";"['Rutheium (II) triflate salt of (methyl (3S,5R)-8-methyl-3-phenyl-8-azabicyclo[3.2.1]octane-2-carboxylate)(penta methyl cyclo penta dinyl)']"
"CHEMBL72576";"Auranofin analogue";"";"Small molecule";"";"374.22";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H16AuNPS-2";"";"";"";"False";"-1";"['16']";"['Auranofin analogue']"
"CHEMBL1359148";"";"";"Small molecule";"";"392.18";"18";"25";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C6H11AuO5S";"";"";"";"False";"-1";"['SID90340637']";"['SID90340637']"
"CHEMBL117698";"Rhenium complex";"";"Small molecule";"";"745.81";"3";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C25H34Cl2N3O3ReS2+";"";"";"";"False";"-1";"['12b (O-1561)', '13b (O-2131)']";"["N-[(2-((3'-N-propyl-(1''R) -3''alpha-(3,4-dichlorophenyl) tropane-2''-beta-1-propanoyl) (2-mercaptoethyl) amino) acetyl) -2-aminoethanethiolato)rhenium(V) oxide", "N-[(2-((3'-N-propyl-(1''R) -3''beta-(3,4-dichlorophenyl) tropane-2''-beta-1-propanoyl) (2-mercaptoethyl) amino) acetyl) -2-aminoethanethiolato)rhenium(V) oxide"]"
"CHEMBL196628";"trans-[Pt(OAc)2(py)2]";"";"Small molecule";"";"471.37";"5";"10";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C14H16N2O4Pt";"";"";"";"False";"-1";"['trans-[Pt(OAc)2(py)2]']";"['trans-[Pt(OAc)2(py)2]']"
"CHEMBL195083";"N-{4-[4-(3-chloro-2-methoxyphenyl)piperazin-1-yl]butyl}-1-ferra-1,1'-spirobi[pentacyclo[2.2.0.0^{1,3}.0^{1,5}.0^{2,6}]hexane]-2,2',4,4'-tetraene-6-carboxamide";"";"Small molecule";"";"501.80";"7";"14";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C26H24ClFeN3O2";"";"";"";"False";"-1";"['1e']";"["N-{4-[4-(3-chloro-2-methoxyphenyl)piperazin-1-yl]butyl}-1-ferra-1,1'-spirobi[pentacyclo[2.2.0.0^{1,3}.0^{1,5}.0^{2,6}]hexane]-2,2',4,4'-tetraene-6-carboxamide"]"
"CHEMBL306333";"1-ferrocenyl-3-(4-Fluorophenyl)-2-propen-1-one";"";"Small molecule";"";"334.17";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C19H15FFeO";"";"";"";"False";"-1";"['25']";"['1-ferrocenyl-3-(4-Fluorophenyl)-2-propen-1-one']"
"CHEMBL611723";"Platinum complex";"";"Small molecule";"";"623.00";"6";"25";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C15H16B2F8N3OPt+";"";"";"";"False";"-1";"['5, H2O', '2 (H2O)']";"["(2,2':6',2''-terpyridine)platinum (II) complex", "2,2':6,2''-Terpyridineplatinum (II) complexes"]"
"CHEMBL305046";"Auranofin analogue";"";"Small molecule";"";"426.30";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C11H20AuNPS-2";"";"";"";"False";"-1";"['21']";"['Auranofin analogue']"
"CHEMBL13012";"(2-methyloxyThiophenolato)(2,2':6',2''-terpyridine)platinum (II) Chloride Trihydrate";"";"Small molecule";"";"603.00";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C22H18ClN3OPtS+3";"";"";"";"False";"-1";"['2b']";"["(2-methyloxyThiophenolato)(2,2':6',2''-terpyridine)platinum (II) Chloride Trihydrate"]"
"CHEMBL64628";"N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue";"";"Small molecule";"";"594.71";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C27H24ClFeIN2";"";"";"";"False";"-1";"['9e']";"["N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue"]"
"CHEMBL2068301";"triphenylethylene platinum (II) complex";"";"Small molecule";"";"718.67";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C32H40Cl2N2Pt";"";"";"";"False";"-1";"['1Ac']";"['triphenylethylene platinum (II) complex']"
"CHEMBL415980";"(4-methylThiophenolato)(2,2':6',2''-terpyridine)platinum (II) Chloride Dihydrate";"";"Small molecule";"";"587.01";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C22H18ClN3PtS+3";"";"";"";"False";"-1";"['2i']";"["(4-methylThiophenolato)(2,2':6',2''-terpyridine)platinum (II) Chloride Dihydrate"]"
"CHEMBL1528731";"";"";"Small molecule";"";"607.15";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H10Cl4N10Pt-2";"";"";"";"False";"-1";"['SID4253963']";"['SID4253963']"
"CHEMBL436773";"DOTA-ReCCEHdFRWCKPV-OH";"";"Small molecule";"";"1978.23";"2";"57";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C75H106N24O22ReS3-2";"";"";"";"False";"-1";"['Peptide 8']";"['DOTA-ReCCEHdFRWCKPV-OH']"
"CHEMBL72419";"Auranofin analogue";"";"Small molecule";"";"571.47";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C14H31AuO5PS2-2";"";"";"";"False";"-1";"['14']";"['Auranofin analogue']"
"CHEMBL134606";"6-Benzyl-5-ethyl-1-aurus-1H-pyrimidine-2,4-dione";"";"Small molecule";"";"426.23";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C13H13AuN2O2";"";"";"";"False";"-1";"['75']";"['6-Benzyl-5-ethyl-1-aurus-1H-pyrimidine-2,4-dione']"
"CHEMBL2074636";"";"";"Small molecule";"";"597.30";"1";"10";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H18Cl4N6Ru+2";"";"";"";"False";"-1";"['Indazolium trans-[tetrachlorobis(1H-indazole)ruthenate', 'Indazolium trans-[tetrachlorobis(1H-indazole)ruthenate(III)]']";"['Indazolium trans-[tetrachlorobis(1H-indazole)ruthenate', 'Indazolium trans-[tetrachlorobis(1H-indazole)ruthenate(III)]']"
"CHEMBL611717";"Pyrrolidine-1-carbothioic acid thiophen-2-ylmethylene-hydrazide; compound with GENERIC INORGANIC NEUTRAL COMPONENT";"";"Small molecule";"";"416.70";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H13Cl2N3PdS2+2";"";"";"";"False";"-1";"['1a']";"['Pyrrolidine-1-carbothioic acid thiophen-2-ylmethylene-hydrazide; compound with GENERIC INORGANIC NEUTRAL COMPONENT']"
"CHEMBL13744";"DICHLORODIPHENYLPLATINUM TRIHYDRATE";"";"Small molecule";"";"420.20";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H10Cl2Pt";"";"";"";"False";"-1";"['[Pt(phen)2]Cl2.3H2O']";"['DichloroDiphenylPlatinum Trihydrate']"
"CHEMBL1516969";"";"";"Small molecule";"";"332.14";"6";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H8FeN4O4S2-6";"";"";"";"False";"-1";"['SID4254113']";"['SID4254113']"
"CHEMBL1627580";"Cisplatin complex";"";"Small molecule";"";"758.69";"4";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C31H44Cl2N2O3Pt+2";"";"";"";"False";"-1";"['Cisplatin analogue (table 2)']";"['Cisplatin complex']"
"CHEMBL275971";"(Ethylenediamine)3,4,7,8-tetramethyl-1,10-phenanthroline)platinum (II) dichloride Dihydrate Dihydrate";"";"Small molecule";"";"560.39";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C18H22Cl2N4Pt-";"";"";"";"False";"-1";"['6a']";"['(Ethylenediamine)3,4,7,8-tetramethyl-1,10-phenanthroline)platinum (II) Dichloride Dihydrate Dihydrate']"
"CHEMBL6046570";"";"";"";"";"524.36";"2";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C26H24FeN6O3";"";"";"";"False";"-1";"['BDBM434804']";"['US10577368, Compound 37']"
"CHEMBL332834";"O-1185";"";"Small molecule";"";"726.94";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H34N3O4ReS2+";"";"";"";"False";"-1";"['15c (O-1185)']";"['O-1185']"
"CHEMBL303310";"N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue";"";"Small molecule";"";"603.11";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C25H21Cl2FeIN2";"";"";"";"False";"-1";"['6e']";"["N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue"]"
"CHEMBL298416";"Ferrocenyl Sugar";"";"Small molecule";"";"604.21";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H28Fe2O8";"";"";"";"False";"-1";"['10']";"['Ferrocenyl Sugar']"
"CHEMBL415294";"(2,2':6',2''-terpyridine)platinum (II) complex";"";"Small molecule";"";"681.06";"6";"24";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C20H16B2F8N4Pt+4";"";"";"";"False";"-1";"['in table I; pg.no.1000', '2 (C5H4N)']";"["(2,2':6',2''-terpyridine)platinum (II) complex", "2,2':6,2''-Terpyridineplatinum (II) complexes"]"
"CHEMBL174841";"Ruthenium complex";"";"Small molecule";"";"495.80";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C14H18ClF6N2PRu";"";"";"";"False";"-1";"['9']";"['[(nu6-C6H5C6H5)RuCl(ethylenediamine)]PF6']"
"CHEMBL611728";"[(nu6-C6H5CO2CH3)RuCl(ethylenediamine)]PF6";"";"Small molecule";"";"474.71";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H13ClF6N2O2PRu";"";"";"";"False";"-1";"['8']";"['[(nu6-C6H5CO2CH3)RuCl(ethylenediamine)]PF6']"
"CHEMBL332792";"AUCYCLAM";"";"Small molecule";"";"393.27";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H20AuN4";"";"";"";"False";"-1";"['[Au(cyclam)]']";"['Au(cyclam)']"
"CHEMBL184449";"Gold-Chloroquine Complex";"";"Small molecule";"";"843.16";"1";"8";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C36H43AuClN4O3P+";"";"";"";"False";"-1";"['Au-CQ Complex 2']";"['Gold-Chloroquine Complex']"
"CHEMBL293663";"N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue";"";"Small molecule";"";"436.31";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C26H21FFeN2";"";"";"";"False";"-1";"['8d']";"["N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue"]"
"CHEMBL611186";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"912.46";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C30H32Au2O4P2";"";"";"";"False";"-1";"['46a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL1202524";"Gold complex";"";"Small molecule";"";"794.92";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C20H53AuClF6P5";"";"";"";"False";"-1";"['16']";"['Bis [1,2-bis(diethylphosphino)ethane] gold (I) Chloride']"
"CHEMBL611459";"2-Hydroxy-4-oxo-4-ferrosinyl-but-2-enoic acid";"";"Small molecule";"";"302.11";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C14H14FeO4+2";"";"";"";"False";"-1";"['10d']";"['2-Hydroxy-4-oxo-4-ferrosinyl-but-2-enoic acid']"
"CHEMBL372875";"methyl pyropheophorbide-a analogue";"";"Small molecule";"";"605.36";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C34H34N4NiO3";"";"";"";"False";"-1";"['4']";"['methyl pyropheophorbide-a analogue']"
"CHEMBL187543";"Ruthenium complex";"";"Small molecule";"";"558.82";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H15Cl3N6Ru";"";"";"";"False";"-1";"['4']";"['Ruthenium complexes']"
"CHEMBL309023";"Auranofin analogue";"";"Small molecule";"";"775.59";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H35AuO9PS-2";"";"";"";"False";"-1";"['32']";"['Auranofin analogue']"
"CHEMBL72887";"Auranofin analogue";"";"Small molecule";"";"425.31";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H21AuPS-2";"";"";"";"False";"-1";"['19']";"['Auranofin analogue']"
"CHEMBL1514839";"";"";"Small molecule";"";"369.16";"6";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C11H19FeN7O4-7";"";"";"";"False";"-1";"['SID4253938']";"['SID4253938']"
"CHEMBL72136";"Auranofin analogue";"";"Small molecule";"";"440.32";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H22AuNPS-2";"";"";"";"False";"-1";"['20']";"['Auranofin analogue']"
"CHEMBL606542";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"1521.10";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C54H64Au2O18P2S2";"";"";"";"False";"-1";"['55a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL175535";"Cis-Platinum (II) Conjugate";"";"Small molecule";"";"413.33";"1";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C9H18N2O4Pt+2";"";"";"";"False";"-1";"['8']";"['Cis-Platinum (II) Conjugate']"
"CHEMBL316647";"1,10-Phenanthrolineplatinum (II) Benzoylthiourea Complex";"";"Small molecule";"";"789.33";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C32H42ClN6OPtS+";"";"";"";"False";"-1";"['19']";"['1,10-Phenanthrolineplatinum (II) Benzoylthiourea Complex']"
"CHEMBL319607";"1,10-Phenanthrolineplatinum (II) Benzoylthiourea Complex";"";"Small molecule";"";"655.06";"5";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C22H24ClN4O3PtS+";"";"";"";"False";"-1";"['11']";"['1,10-Phenanthrolineplatinum (II) Benzoylthiourea Complex']"
"CHEMBL441075";"piperidine based analogue of cocaine";"";"Small molecule";"";"629.31";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H33ClN3OReS2+";"";"";"";"False";"-1";"['9a']";"['piperidine based analogue of cocaine']"
"CHEMBL366863";"Co-SAL";"";"Small molecule";"";"474.19";"4";"8";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C16H20Co2O9";"";"";"";"False";"-1";"['Co-SAL']";"['Co-SAL']"
"CHEMBL74065";"Auranofin analogue";"";"Small molecule";"";"727.54";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C24H35AuO9PS-2";"";"";"";"False";"-1";"['31']";"['Auranofin analogue']"
"CHEMBL2068456";"9-[4-(5-Amino-4-aminomethyl-pentyl)-phenylamino]-5-methoxy-acridine-4-carboxylic acid (2-dimethylamino-ethyl)-amide (2HCl)";"";"Small molecule";"";"792.67";"1";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C31H38Cl2N6O2Pt";"";"";"";"False";"-1";"['24']";"['9-[4-(5-Amino-4-aminomethyl-pentyl)-phenylamino]-5-methoxy-acridine-4-carboxylic acid (2-dimethylamino-ethyl)-amide (2HCl)']"
"CHEMBL302710";"Auranofin analogue";"";"Small molecule";"";"721.58";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C23H41AuO9PS-2";"";"";"";"False";"-1";"['28']";"['Auranofin analogue']"
"CHEMBL13655";"(1-Thionaphthalato) (2,2':6',2''-terpyridine)platinum (II) dichloride Dihydrate";"";"Small molecule";"";"623.04";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C25H18ClN3PtS+3";"";"";"";"False";"-1";"['3b']";"["(1-Thionaphthalato) (2,2':6',2''-terpyridine)platinum (II) DiChloride Dihydrate"]"
"CHEMBL1159457";"Auranofin analogue";"";"Small molecule";"";"1164.72";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C32H51Au2O17PS";"";"";"";"False";"-1";"['7']";"['Auranofin analogue']"
"CHEMBL4110764";"";"";"Small molecule";"";"726.97";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C27H36N6O2ReS2+4";"";"";"";"False";"-1";"['BDBM103911']";"['JNK3 inhibitor 8::US8562945, 246']"
"CHEMBL368259";"Platinum (II) complex";"";"Small molecule";"";"427.27";"7";"8";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C8H12N2O6Pt";"";"";"";"False";"-1";"['12']";"['Platinum (II) complex']"
