"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL295522";"pyrido[1',2':3,4]imidazo[1,5-a]pyridinediium-6,6-diol(gold(III)complex) with Phosphorous hexa fluoride";"";"Small molecule";"";"532.13";"3";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H10AuF6N2O2P+";"";"";"";"False";"-1";"['[Au(bipy)-(OH)2][PF6]']";"["pyrido[1',2':3,4]imidazo[1,5-a]pyridinediium-6,6-diol(gold(III)complex) with Phosphorous hexa fluoride"]"
"CHEMBL307740";"1-ferrocenyl-3-(4-Nitrophenyl)-2-propen-1-one";"";"Small molecule";"";"361.18";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C19H15FeNO3";"";"";"";"False";"-1";"['28']";"['1-ferrocenyl-3-(4-Nitrophenyl)-2-propen-1-one']"
"CHEMBL175601";"Cobalt complex";"";"Small molecule";"";"476.18";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C16H19Co2FO8";"";"";"";"False";"-1";"['Co-2F-Benz']";"['Co-2F-Benz']"
"CHEMBL175793";"camphorato platinum complex derivative";"";"Small molecule";"";"565.52";"4";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C18H30N2O6Pt";"";"";"";"False";"-1";"['4b']";"['camphorato platinum complex derivative']"
"CHEMBL320638";"trans-(1-Aminoadamantane)Amminedichloro-platinium (II)";"";"Small molecule";"";"436.28";"5";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H22Cl2N2Pt";"";"";"";"False";"-1";"['15']";"['trans-(1-Aminoadamantane)Amminedichloro-platinium (II)']"
"CHEMBL102583";"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(N-methylcyclohexylamine)-platinium (IV)";"";"Small molecule";"";"428.22";"7";"15";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H18Cl2N2O2Pt";"";"";"";"False";"-1";"['32']";"['trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(N-methylcyclohexylamine)-platinium (IV)']"
"CHEMBL307141";"1-(1-Naphthalenyl)-3-ferrocenyl-2-propen-1-one";"";"Small molecule";"";"366.24";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C23H18FeO";"";"";"";"False";"-1";"['5']";"['1-(1-Naphthalenyl)-3-ferrocenyl-2-propen-1-one']"
"CHEMBL1395457";"";"";"Small molecule";"";"1054.60";"13";"17";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C38H30Au2N8P2-4";"";"";"";"False";"-1";"['SID4254078']";"['SID4254078']"
"CHEMBL73838";"1-(4-Hydroxyphenyl)-3-ferrocenyl-2-propen-1-one";"";"Small molecule";"";"332.18";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C19H16FeO2";"";"";"";"False";"-1";"['7']";"['1-(4-Hydroxyphenyl)-3-ferrocenyl-2-propen-1-one']"
"CHEMBL6397";"(2,2':6',2''-terpyridine)platinum (II) complex";"";"Small molecule";"";"711.09";"6";"25";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H18B2F8N4OPt+4";"";"";"";"False";"-1";"['2 (4-OH-CH2-C5H4N)', 'in table I; pg.no.1000']";"["2,2':6,2''-Terpyridineplatinum (II) complexes", "(2,2':6',2''-terpyridine)platinum (II) complex"]"
"CHEMBL368464";"[(nu6-C6H5C6H5)RuCl(N-ethylethylenediamine)]PF6";"";"Small molecule";"";"523.85";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C16H22ClF6N2PRu";"";"";"";"False";"-1";"['10']";"['[(nu6-C6H5C6H5)RuCl(N-ethylethylenediamine)]PF6']"
"CHEMBL1570031";"";"";"Small molecule";"";"639.38";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C38H32N2NiO4-6";"";"";"";"False";"-1";"['SID50109496']";"['SID50109496']"
"CHEMBL191449";"2-(N,Ndimethylaminomethyl)ferrocenyl-methanol derivative";"";"Small molecule";"";"534.41";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C31H28FeNO4";"";"";"";"False";"-1";"['2']";"['2-(N,Ndimethylaminomethyl)ferrocenyl-methanol derivative']"
"CHEMBL108133";"trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}]";"";"Small molecule";"";"639.35";"6";"22";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C6H22Cl2N6Pt2+2";"";"";"";"False";"-1";"['1,1/t,t', '1,1/c,c']";"['trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}]', 'cis-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl(NH3)2}]']"
"CHEMBL2068369";"Platinum (II) Dinuclear Complex";"";"Small molecule";"";"734.53";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H24N8O4Pt2";"";"";"";"False";"-1";"['1-methylthymine(dinuclear/H-H)']";"['Platinum (II) Dinuclear Complex']"
"CHEMBL174577";"[(nu6-p-cymene)RuCl(ethylenediamine)]PF6";"";"Small molecule";"";"475.81";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H22ClF6N2PRu";"";"";"";"False";"-1";"['5']";"['[(nu6-p-cymene)RuCl(ethylenediamine)]PF6']"
"CHEMBL308971";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"887.46";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C26H48Au2Cl2P2";"";"";"";"False";"-1";"['3a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL300621";"Ruthenium complex";"";"Small molecule";"";"556.52";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C24H19N6O4Ru+3";"";"";"";"False";"-1";"['2 (alpha-[Ru(azpy)2(ox)])']";"['alpha-[Ru(azpy)2(ox)]']"
"CHEMBL306905";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"907.21";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C26H24AsAu2Cl2P";"";"";"";"False";"-1";"['35a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL2146187";"[1-(2-Amino-5-methoxyphenyl)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline]dichloroplatinum (II)";"";"Small molecule";"";"580.37";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C18H22Cl2N2O3Pt";"";"";"";"False";"-1";"['12b']";"['[1-(2-Amino-5-methoxyphenyl)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline]dichloroplatinum (II)']"
"CHEMBL444318";"Auranofin analogue";"";"Small molecule";"";"823.72";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C16H35AuO13PS5-2";"";"";"";"False";"-1";"['4']";"['Auranofin analogue']"
"CHEMBL2068498";"Platinum (II) Dinuclear Complex";"";"Small molecule";"";"706.48";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H20N8O4Pt2";"";"";"";"False";"-1";"['1-methyluracil(dinuclear/H-H)']";"['Platinum (II) Dinuclear Complex']"
"CHEMBL611444";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"1040.82";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C32H40Au2O2P2S4";"";"";"";"False";"-1";"['51a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL94593";"4-Mercaptoethanol-(2,2':6',4'-chloro,2''-terpyridine)platinum (II) Nitrate";"";"Small molecule";"";"601.93";"2";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C17H15ClN4O4PtS+3";"";"";"";"False";"-1";"['3']";"["4-Mercaptoethanol-(2,2':6',4'-chloro,2''-terpyridine)platinum (II) Nitrate"]"
"CHEMBL2068551";"Platinum analogues of DemethylCantharidin";"";"Small molecule";"";"411.27";"8";"26";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C8H12N2O5Pt";"";"";"";"False";"-1";"['1']";"['Platinum analogues of DemethylCantharidin']"
"CHEMBL2092980";"Platinum complex";"";"Small molecule";"";"522.20";"2";"22";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C9H12Cl2N4O5Pt";"";"";"";"False";"-1";"['10']";"['3-amino-1-beta-D-arabinofuranosylcytosine-dichloroplatinum (II)']"
"CHEMBL63092";"N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue";"";"Small molecule";"";"498.19";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C22H23FeIN2";"";"";"";"False";"-1";"['9a']";"["N-Ferrocenylmethyl, N'-Methyl-2-substituted Benzimidazole analogue"]"
"CHEMBL2068305";"triphenylethylene platinum (II) complex";"";"Small molecule";"";"690.62";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C30H36Cl2N2Pt";"";"";"";"False";"-1";"['1Ab']";"['triphenylethylene platinum (II) complex']"
"CHEMBL303715";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"905.35";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C29H30Au2Cl2P2";"";"";"";"False";"-1";"['31a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL436858";"DOTA-ReCCEHdFRWCRPV-NH2";"";"Small molecule";"";"1977.24";"2";"75";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C75H107N25O21ReS3-2";"";"";"";"False";"-1";"['Peptide 6']";"['DOTA-ReCCEHdFRWCRPV-NH2']"
"CHEMBL608257";"osmium(2+) ion bis(cyclopenta-1,3-diene) hexafluoro-phosphanuide iodide";"";"Small molecule";"";"592.29";"9";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H10F6IOsP";"";"";"";"False";"-1";"['5']";"['osmium(2+) ion bis(cyclopenta-1,3-diene) hexafluoro-phosphanuide iodide']"
"CHEMBL2068457";"Platinum complex";"";"Small molecule";"";"676.55";"1";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C27H30Cl2N4Pt";"";"";"";"False";"-1";"['11e']";"['2-{5-[4-(Acridin-9-ylamino)-phenyl]-pentyl}-pentane-1,5-diammino-dichloroplatinum (II) (HCl)']"
"CHEMBL72173";"Auranofin analogue";"";"Small molecule";"";"396.63";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C6H19AuClN3P-2";"";"";"";"False";"-1";"['50']";"['Auranofin analogue']"
"CHEMBL611189";"Platinum complex";"";"Small molecule";"";"1060.40";"4";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H34Cl6N6Pt3+4";"";"";"";"False";"-1";"['Complex VI']";"['Pt(II) Complex']"
"CHEMBL2068710";"4-[1-Benzyl-4-(4-chloro-benzyl)-piperidin-4-yl]-2-hydroxy-4-oxo-but-2-enoic acid, Cobalt ion";"";"Small molecule";"";"470.82";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C23H22ClCoNO4";"";"";"";"False";"-1";"['8 (Co)']";"['4-[1-Benzyl-4-(4-chloro-benzyl)-piperidin-4-yl]-2-hydroxy-4-oxo-but-2-enoic acid, Cobalt ion']"
"CHEMBL117991";"Platinum complex III";"";"Small molecule";"";"605.02";"7";"29";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C19H24ClN3O3PtS+2";"";"";"";"False";"-1";"['Complex III']";"['Platinum complex III']"
"CHEMBL302088";"Gold complex of (Bis(diphenylphosphino)alkane analogue)";"";"Small molecule";"";"891.32";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H28Au2Cl2P2";"";"";"";"False";"-1";"['28a']";"['Gold complex of (Bis(diphenylphosphino)alkane analogue)']"
"CHEMBL407396";"PorphyrinPt(II) conjugate";"";"Small molecule";"";"1735.76";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C68H100N10O18Pt2";"";"";"";"False";"-1";"['13']";"['PorphyrinPt(II) conjugate']"
"CHEMBL217630";"Platinum complex";"";"Small molecule";"";"1560.35";"3";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C48H46B4F16N12O2Pt2+8";"";"";"";"False";"-1";"['5']";"["4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complexes"]"
"CHEMBL94699";"4-Mercaptopyridine (4'-chloro-2,2':6',2''-terpyridine)platinum (II) Nitrate";"";"Small molecule";"";"634.96";"7";"29";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C20H14ClN5O3PtS+3";"";"";"";"False";"-1";"['6']";"["4-Mercaptopyridine (4'-chloro-2,2':6',2''-terpyridine)platinum (II) Nitrate"]"
"CHEMBL365925";"Ruthenium complex";"";"Small molecule";"";"640.50";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H20Cl2N8Ru+";"";"";"";"False";"-1";"['6', '5']";"['Ruthenium complexes', 'Ruthenium complexes']"
"CHEMBL335267";"GENERIC INORGANIC CATION; (5-methyl-2,4-dioxo-6-phenylsulfanyl-3,4-dihydro-2H-pyrimidin-1-yl)-methanolate";"";"Small molecule";"";"460.26";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H11AuN2O3S";"";"";"";"False";"-1";"['5']";"['GENERIC INORGANIC CATION; (5-methyl-2,4-dioxo-6-phenylsulfanyl-3,4-dihydro-2H-pyrimidin-1-yl)-methanolate']"
"CHEMBL302015";"Auranofin analogue";"";"Small molecule";"";"363.24";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H19AuPS-2";"";"";"";"False";"-1";"['9']";"['Auranofin analogue']"
"CHEMBL2068322";"Platinum complex";"";"Small molecule";"";"648.50";"1";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C25H26Cl2N4Pt";"";"";"";"False";"-1";"['11c']";"['2-{5-[4-(Acridin-9-ylamino)-phenyl]-pentyl}-propane-1,3-diammino-dichloroplatinum (II) (HCl)']"
"CHEMBL1395758";"";"";"Small molecule";"";"555.15";"7";"13";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H14Cl4N2O2Pt-2";"";"";"";"False";"-1";"['SID4253971']";"['SID4253971']"
"CHEMBL407341";"Platinum complex";"";"Small molecule";"";"1377.84";"3";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C44H28Cl2N12O12Pt2+8";"";"";"";"False";"-1";"['3 (Cl, butadiyne)']";"["4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complexes"]"
"CHEMBL611452";"thiophene-2-carbaldehyde N-(2-chlorobenzyl)thiosemicarbazone with PdCl2 complex";"";"Small molecule";"";"487.17";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C13H12Cl3N3PdS2+2";"";"";"";"False";"-1";"['3a']";"['thiophene-2-carbaldehyde N-(2-chlorobenzyl)thiosemicarbazone with PdCl2 complex']"
"CHEMBL361029";"camphorato platinum complex derivative";"";"Small molecule";"";"523.53";"4";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C17H32N2O4Pt";"";"";"";"False";"-1";"['2b']";"['camphorato platinum complex derivative']"
"CHEMBL2068372";"trans-ptcl2(IPA)(pz)";"";"Small molecule";"";"409.22";"5";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H17Cl2N3Pt";"";"";"";"False";"-1";"['III']";"['trans-ptcl2(IPA)(pz)']"
"CHEMBL6477";"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex";"";"Small molecule";"";"710.10";"6";"23";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C21H19B2F8N5Pt+4";"";"";"";"False";"-1";"['in table II; pg.no.1001', '4 (NH2)']";"["(2,2':6',2''-terpyridine)platinum (II) complex", "4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complexes"]"
"CHEMBL2079624";"Tropolone derivative";"";"Small molecule";"";"502.39";"2";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C28H30FeO5+3";"";"";"";"False";"-1";"['33', '32']";"['Tropolone derivative', 'Tropolone derivative']"
"CHEMBL6614";"(2,2':6',2''-terpyridine)platinum (II) complex";"";"Small molecule";"";"724.13";"6";"26";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C22H21B2F8N5Pt+4";"";"";"";"False";"-1";"['2 (4-Me2N-C5H4N)', 'in table I; pg.no.1000']";"["2,2':6,2''-Terpyridineplatinum (II) complexes", "(2,2':6',2''-terpyridine)platinum (II) complex"]"
"CHEMBL71885";"Auranofin analogue";"";"Small molecule";"";"342.15";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C7H16AuNP-2";"";"";"";"False";"-1";"['43']";"['Auranofin analogue']"
"CHEMBL76588";"1-ferrocenyl-3-(4-Cyanophenyl)-2-propen-1-one";"";"Small molecule";"";"341.19";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C20H15FeNO";"";"";"";"False";"-1";"['29']";"['1-ferrocenyl-3-(4-Cyanophenyl)-2-propen-1-one']"
"CHEMBL2068311";"Acridinecarboxamide-Pt(II) complex";"";"Small molecule";"";"601.40";"3";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C19H21Cl2N5OPt";"";"";"";"False";"-1";"['15']";"['Acridinecarboxamide-Pt(II) complex hydrate']"
"CHEMBL425731";"2-{1-ferra-1,1'-spirobi[pentacyclo[2.2.0.0^{1,3}.0^{1,5}.0^{2,6}]hexane]-2,2',4,4'-tetraen-6-yl}-N-{4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl}acetamide";"";"Small molecule";"";"481.38";"7";"8";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C27H27FeN3O2";"";"";"";"False";"-1";"['1f']";"["2-{1-ferra-1,1'-spirobi[pentacyclo[2.2.0.0^{1,3}.0^{1,5}.0^{2,6}]hexane]-2,2',4,4'-tetraen-6-yl}-N-{4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl}acetamide"]"
"CHEMBL1627993";"Estrogen platinum (II) hybrid derivative";"";"Small molecule";"";"830.84";"4";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C36H56Cl2N2O3Pt";"";"";"";"False";"-1";"['2 (n=8, m=2)']";"['Estrogen platinum (II) hybrid derivative']"
"CHEMBL415807";"Platinum complex";"";"Small molecule";"";"1837.12";"3";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C50H40Cl2N18O18Pt3+10";"";"";"";"False";"-1";"['6 (Cl)']";"["4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complexes"]"
"CHEMBL460100";"FERBAM";"";"Small molecule";"";"416.51";"14";"20";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C9H18FeN3S6";"";"";"";"False";"-1";"['SID144209787', 'SID26757382', 'Ferbam']";"['SID144209787', 'SID26757382', 'Ferbam']"
"CHEMBL2068496";"trans-ptcl2(pip)(pz)";"";"Small molecule";"";"435.26";"5";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C9H19Cl2N3Pt";"";"";"";"False";"-1";"['ptcl2']";"['trans-ptcl2(pip)(pz)']"
"CHEMBL98681";"Pt(II) Complex";"";"Small molecule";"";"730.28";"6";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H22Cl4N4Pt2";"";"";"";"False";"-1";"['Complex IV']";"['Pt(II) Complex']"
"CHEMBL197200";"Cisplatin derivative";"";"Small molecule";"";"750.62";"2";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C20H37N5O13Pt";"";"";"";"False";"-1";"['2 (DImPEG-4000-Pt)', '3 (DImPEG-6000-Pt)', '4 (DImPEG-9400-Pt)']";"['Cisplatin derivative', 'Cisplatin derivative', 'Cisplatin derivative']"
"CHEMBL2068510";"Platinum complex";"";"Small molecule";"";"413.29";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C8H14N2O5Pt";"";"";"";"False";"-1";"['1a']";"['Platinum derivative']"
"CHEMBL100222";"1,10-Phenanthrolineplatinum (II) Benzoylthiourea Complex";"";"Small molecule";"";"713.52";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C24H23Cl2N4O3PtS+";"";"";"";"False";"-1";"['17']";"['1,10-Phenanthrolineplatinum (II) Benzoylthiourea Complex']"
"CHEMBL358664";"Dichloro[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)";"";"Small molecule";"";"402.08";"11";"16";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C9H12AuCl2N+";"";"";"";"False";"-1";"['1']";"['Dichloro[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)']"
"CHEMBL282396";"Bis [1,2-bis(diphenylphosphino)ethene] gold (I) Chloride";"";"Small molecule";"";"1029.27";"5";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C52H48AuClP4";"";"";"";"False";"-1";"['8']";"['Bis [1,2-bis(diphenylphosphino)ethene] gold (I) Chloride']"
"CHEMBL432005";"AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM";"";"Small molecule";"";"498.26";"8";"15";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H20Cl2N2O4Pt";"";"";"";"False";"-1";"['40', 'Platinum compound']";"['trans-a,b,Bis(acetato)-c-ammine-d,f-dichloro-e-(cyclohexylamine)-platinium (IV)', 'ammonio(dichloro)[di(methylcarbonyloxy)]platinum(cyclohexyl)ammonium']"
"CHEMBL611451";"3,4-Dihydro-2H-quinoline-1-carbothioic acid thiophen-2-ylmethylene-hydrazide with PdCl2 complex";"";"Small molecule";"";"478.77";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C15H15Cl2N3PdS2+2";"";"";"";"False";"-1";"['2a']";"['3,4-Dihydro-2H-quinoline-1-carbothioic acid thiophen-2-ylmethylene-hydrazide with PdCl2 complex']"
"CHEMBL1790148";"Metallopeptide";"";"Small molecule";"";"912.16";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C38H55N5O7ReS";"";"";"";"False";"-1";"['4']";"['Metallopeptide']"
"CHEMBL306730";"1-ferrocenyl-3-(4-Methoxyphenyl)-2-propen-1-one";"";"Small molecule";"";"346.21";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C20H18FeO2";"";"";"";"False";"-1";"['14']";"['1-ferrocenyl-3-(4-Methoxyphenyl)-2-propen-1-one']"
"CHEMBL2068455";"Acridinecarboxamide-Pt(II) complex";"";"Small molecule";"";"586.38";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C19H20Cl2N4OPt";"";"";"";"False";"-1";"['11']";"['Acridinecarboxamide-Pt(II) complex hydrate']"
"CHEMBL1627731";"Estrogen platinum (II) hybrid derivative";"";"Small molecule";"";"816.81";"4";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C35H54Cl2N2O3Pt";"";"";"";"False";"-1";"['2 (n=8, m=1)']";"['Estrogen platinum (II) hybrid derivative']"
"CHEMBL1466409";"FERROCENE";"";"Small molecule";"";"186.03";"4";"77";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C10H10Fe";"";"";"";"False";"-1";"['SID17389002', 'SID144209712', 'FERROCENE']";"['SID17389002', 'SID144209712', 'FERROCENE']"
"CHEMBL176246";"Co-3-Acetbenz";"";"Small molecule";"";"516.23";"3";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C18H22Co2O10";"";"";"";"False";"-1";"['Co-3-Acetbenz']";"['Co-3-Acetbenz']"
"CHEMBL302499";"Auranofin analogue";"";"Small molecule";"";"465.33";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C13H21AuN2PS-2";"";"";"";"False";"-1";"['24']";"['Auranofin analogue']"
"CHEMBL74634";"1-(3-pyridyl)-3-ferrocenyl-2-propen-1-one";"";"Small molecule";"";"317.17";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C18H15FeNO";"";"";"";"False";"-1";"['6']";"['1-(3-pyridyl)-3-ferrocenyl-2-propen-1-one']"
"CHEMBL2146195";"Platinum complex";"";"Small molecule";"";"772.55";"3";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C30H26Cl2N4O4Pt";"";"";"";"False";"-1";"['3']";"['Platinum dichloride-bis-(naphthalimide) complex']"
"CHEMBL347085";"Malonato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)";"";"Small molecule";"";"433.21";"12";"40";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"C12H14AuNO4+";"";"";"";"False";"-1";"['5']";"['Malonato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)']"
