chembl_id,chemical_formula,pIC50,count_C,count_H,count_N,count_O,count_S,count_Cl,count_Br,count_F,count_I,metal_mass,metal_ionic_radius,metal_electronegativity,expected_coordination_num,is_Ruthenium,is_Rhodium,is_Platinum,unsaturation_index,N_C_ratio,O_C_ratio,calculated_molecular_weight
CHEMBL175793,C18H30N2O6Pt,7.3,18,30,2,6,0,0,0,0,0,195.084,80,2.28,4,0,0,1,5.0,0.1111111111111111,0.3333333333333333,565.53
CHEMBL175844,C12H22N2O4Pt+2,5.33,12,22,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,3.0,0.1666666666666666,0.3333333333333333,453.402
CHEMBL176036,C18H23Co2NO9,5.06,18,23,1,9,0,0,0,0,0,58.933,65,1.88,6,0,0,0,8.0,0.0555555555555555,0.5,515.246
CHEMBL176246,C18H22Co2O10,5.04,18,22,0,10,0,0,0,0,0,58.933,65,1.88,6,0,0,0,8.0,0.0,0.5555555555555556,516.23
CHEMBL176766,C12H18N2O4Pt,5.82,12,18,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,5.0,0.1666666666666666,0.3333333333333333,449.37
CHEMBL177002,C17H30N2O4Pt,6.2,17,30,2,4,0,0,0,0,0,195.084,80,2.28,4,0,0,1,4.0,0.1176470588235294,0.2352941176470588,521.521
CHEMBL177672,C16H17Co2NO8,4.65,16,17,1,8,0,0,0,0,0,58.933,65,1.88,6,0,0,0,9.0,0.0625,0.5,469.177
CHEMBL1790148,C38H55N5O7ReS,5.01,38,55,5,7,1,0,0,0,0,186.207,63,1.9,6,0,0,0,14.0,0.131578947368421,0.1842105263157894,912.153
CHEMBL1790150,C38H55N5O6ReS,5.27,38,55,5,6,1,0,0,0,0,186.207,63,1.9,6,0,0,0,14.0,0.131578947368421,0.1578947368421052,896.154
CHEMBL1790152,C38H55N5O9ReS2,4.43,38,55,5,9,2,0,0,0,0,186.207,63,1.9,6,0,0,0,14.0,0.131578947368421,0.2368421052631578,976.211
