chembl_id,chemical_formula,target_name,pIC50,canonical_smiles,pref_name
CHEMBL370881,C13H16N2O4Pt,CH1,4.7,,trans-[Pt(OAc)2(NH3)(iquin)]
CHEMBL371997,C7H5Cl5N2Ru-2,SK-OV-3,4.46,,Ruthenium complex
CHEMBL385413,C40H28Cl2N12O12Pt2+8,A2780,4.73,,Platinum complex
CHEMBL385413,C40H28Cl2N12O12Pt2+8,CH1,6.16,,Platinum complex
CHEMBL385413,C40H28Cl2N12O12Pt2+8,SK-OV-3,5.89,,Platinum complex
CHEMBL405707,C42H32N12O12Pt2+8,A2780,4.96,,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex"
CHEMBL405707,C42H32N12O12Pt2+8,CH1,5.69,,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex"
CHEMBL405707,C42H32N12O12Pt2+8,SK-OV-3,5.46,,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex"
CHEMBL407341,C44H28Cl2N12O12Pt2+8,A2780,6.1899999999999995,,Platinum complex
CHEMBL407341,C44H28Cl2N12O12Pt2+8,CH1,5.824999999999999,,Platinum complex
CHEMBL407341,C44H28Cl2N12O12Pt2+8,SK-OV-3,5.85,,Platinum complex
CHEMBL410609,C50H32Cl2N12O12Pt2+8,A2780,5.25,,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex"
CHEMBL410609,C50H32Cl2N12O12Pt2+8,CH1,5.67,,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex"
CHEMBL410609,C50H32Cl2N12O12Pt2+8,SK-OV-3,5.75,,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex"
CHEMBL413296,C14H28O2PtS4,SK-OV-3,4.609999999999999,,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL414155,C50H50B4F16N12O2Pt2+8,A2780,4.875,,Platinum complex
CHEMBL414155,C50H50B4F16N12O2Pt2+8,CH1,4.32,,Platinum complex
CHEMBL414804,C8H12N2O4Pt,A2780,5.18,,OXALIPLATIN
CHEMBL414804,C8H12N2O4Pt,CH1,6.57,,OXALIPLATIN
CHEMBL415294,C20H16B2F8N4Pt+4,A2780,4.4,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL415294,C20H16B2F8N4Pt+4,CH1,4.76,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL415294,C20H16B2F8N4Pt+4,SK-OV-3,4.62,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL415807,C50H40Cl2N18O18Pt3+10,A2780,4.78,,Platinum complex
CHEMBL415807,C50H40Cl2N18O18Pt3+10,CH1,6.26,,Platinum complex
CHEMBL415807,C50H40Cl2N18O18Pt3+10,SK-OV-3,5.77,,Platinum complex
CHEMBL419256,C8H16O2PtS4,SK-OV-3,4.665,,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL427115,C8H14F6IN2PRu,A2780,4.7,,[(nu6-C6H6)RuI(ethylenediamine)]PF6
CHEMBL430691,C6H14Cl4N2Pt,41M,5.449999999999999,,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV)
CHEMBL430691,C6H14Cl4N2Pt,A2780,5.550000000000001,,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV)
CHEMBL430691,C6H14Cl4N2Pt,CH1,5.37,,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV)
CHEMBL430691,C6H14Cl4N2Pt,SK-OV-3,5.03,,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV)
CHEMBL432005,C10H20Cl2N2O4Pt,41M,5.904999999999999,,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL432005,C10H20Cl2N2O4Pt,A2780,6.02,,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL432005,C10H20Cl2N2O4Pt,CH1,5.890000000000001,,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL432005,C10H20Cl2N2O4Pt,SK-OV-3,5.32,,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL435547,C9H14N2O4Pt,A2780,5.36,,Cis-Platinum (II) Conjugate
CHEMBL441330,C24H25B2F8N5OPt+4,A2780,4.4,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL441330,C24H25B2F8N5OPt+4,CH1,4.76,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL447841,C12H24O2PtS4,SK-OV-3,4.65,,"2,6-bis(3-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL48208,C28H25N6O4Ru+3,A2780,5.225,,"alpha-[Ru(azpy)2(cbdca-O,O')]"
CHEMBL49397,C24H18N6O6Ru-2,A2780,5.135,,alpha-[Ru(azpy)2(NO3)2]
CHEMBL49677,C24H18Cl2N4Ru+2,A2780,6.04,,alpha-[Ru(azpy)2Cl2]
CHEMBL49789,C25H21N6O4Ru+3,A2780,5.154999999999999,,alpha-[Ru(azpy)2(mal)]
CHEMBL611723,C15H16B2F8N3OPt+,A2780,5.109999999999999,,Platinum complex
CHEMBL611723,C15H16B2F8N3OPt+,CH1,4.85,,Platinum complex
CHEMBL611723,C15H16B2F8N3OPt+,SK-OV-3,5.04,,Platinum complex
CHEMBL611728,C10H13ClF6N2O2PRu,A2780,4.26,,[(nu6-C6H5CO2CH3)RuCl(ethylenediamine)]PF6
CHEMBL6397,C21H18B2F8N4OPt+4,A2780,4.220000000000001,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6397,C21H18B2F8N4OPt+4,CH1,4.9,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6397,C21H18B2F8N4OPt+4,SK-OV-3,4.77,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6477,C21H19B2F8N5Pt+4,A2780,4.64,,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL6477,C21H19B2F8N5Pt+4,CH1,4.78,,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL6477,C21H19B2F8N5Pt+4,SK-OV-3,4.6,,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL6513,C20H15B2F9N4Pt+4,A2780,4.71,,Platinum complex
CHEMBL6513,C20H15B2F9N4Pt+4,CH1,4.77,,Platinum complex
CHEMBL6614,C22H21B2F8N5Pt+4,A2780,4.734999999999999,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6614,C22H21B2F8N5Pt+4,CH1,5.21,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6614,C22H21B2F8N5Pt+4,SK-OV-3,4.89,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6688,C21H17B2BrF8N4Pt+4,A2780,4.33,,Platinum complex
CHEMBL6688,C21H17B2BrF8N4Pt+4,CH1,5.27,,Platinum complex
CHEMBL6688,C21H17B2BrF8N4Pt+4,SK-OV-3,4.3,,Platinum complex
CHEMBL6739,C25H27B2F8N5O2Pt+4,A2780,4.375,,Platinum complex
CHEMBL6739,C25H27B2F8N5O2Pt+4,CH1,4.6850000000000005,,Platinum complex
CHEMBL6739,C25H27B2F8N5O2Pt+4,SK-OV-3,5.75,,Platinum complex
CHEMBL6757,C21H18B2F8N4Pt+4,A2780,4.77,,Platinum complex
CHEMBL6757,C21H18B2F8N4Pt+4,CH1,4.96,,Platinum complex
CHEMBL6757,C21H18B2F8N4Pt+4,SK-OV-3,4.7,,Platinum complex
CHEMBL6763,C20H15B2BrF8N4Pt+4,A2780,5.205,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6763,C20H15B2BrF8N4Pt+4,CH1,5.68,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6763,C20H15B2BrF8N4Pt+4,SK-OV-3,5.04,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6811,C28H24B2F8N4Pt+4,A2780,4.585,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6811,C28H24B2F8N4Pt+4,CH1,5.14,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6811,C28H24B2F8N4Pt+4,SK-OV-3,6.05,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6961,C22H22B2F8N6Pt+4,A2780,4.905,,Platinum complex
CHEMBL6961,C22H22B2F8N6Pt+4,CH1,5.38,,Platinum complex
CHEMBL6961,C22H22B2F8N6Pt+4,SK-OV-3,4.72,,Platinum complex
CHEMBL6963,C15H13B2F8N4Pt+3,A2780,4.785,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6963,C15H13B2F8N4Pt+3,CH1,5.35,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL6963,C15H13B2F8N4Pt+3,SK-OV-3,4.82,,"(2,2':6',2''-terpyridine)platinum (II) complex"
CHEMBL72018,C8H16O2PtS4,SK-OV-3,4.324999999999999,,"2,6-dipropoxy-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72313,C10H20O2PtS4,SK-OV-3,4.355,,"2,6-bis(2-methylpropoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72317,C10H16O2PtS4,SK-OV-3,4.095,,"2,6-bis(cyclopropylmethoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72640,C12H20O2PtS4,SK-OV-3,4.675,,"2,6-bis(cyclopentyloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72641,C10H16O2PtS4,SK-OV-3,4.744999999999999,,"2,6-dicyclobutoxy-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72647,C12H24O2PtS4,SK-OV-3,4.55,,"2,6-bis(2-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72867,C6H12O2PtS4,SK-OV-3,4.04,,"2,6-diethoxy-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL73585,C12H24O2PtS4,SK-OV-3,4.345,,"2,6-bis(pentyloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL75705,C12H24O2PtS4,SK-OV-3,5.199999999999999,,"2,6-bis(pentan-3-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
