chembl_id,chemical_formula,target_name,pIC50,canonical_smiles,pref_name
CHEMBL269099,C21H17B2ClF8N4Pt+4,A2780,4.84,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL269099,C21H17B2ClF8N4Pt+4,CH1,5.2,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL269099,C21H17B2ClF8N4Pt+4,SK-OV-3,5.25,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL321706,C17H14B2F8N4Pt+4,A2780,4.15,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL321706,C17H14B2F8N4Pt+4,CH1,4.75,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL322013,C7H18Cl2N2O2Pt,41M,5.869999999999999,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL322013,C7H18Cl2N2O2Pt,A2780,5.904999999999999,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL322013,C7H18Cl2N2O2Pt,CH1,5.865,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL322013,C7H18Cl2N2O2Pt,SK-OV-3,5.41,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL324865,C18H14B2F8N5Pt+3,CH1,4.81,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL385413,C40H28Cl2N12O12Pt2+8,A2780,4.73,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL385413,C40H28Cl2N12O12Pt2+8,CH1,6.16,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL407341,C44H28Cl2N12O12Pt2+8,A2780,6.1899999999999995,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL407341,C44H28Cl2N12O12Pt2+8,CH1,5.824999999999999,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL407341,C44H28Cl2N12O12Pt2+8,SK-OV-3,5.85,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL414155,C50H50B4F16N12O2Pt2+8,A2780,4.875,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL414155,C50H50B4F16N12O2Pt2+8,CH1,4.32,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL415807,C50H40Cl2N18O18Pt3+10,A2780,4.78,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL415807,C50H40Cl2N18O18Pt3+10,CH1,6.26,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL611723,C15H16B2F8N3OPt+,A2780,5.109999999999999,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL611723,C15H16B2F8N3OPt+,CH1,4.85,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL611723,C15H16B2F8N3OPt+,SK-OV-3,5.04,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6513,C20H15B2F9N4Pt+4,A2780,4.71,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6513,C20H15B2F9N4Pt+4,CH1,4.77,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6688,C21H17B2BrF8N4Pt+4,A2780,4.33,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6688,C21H17B2BrF8N4Pt+4,CH1,5.27,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6688,C21H17B2BrF8N4Pt+4,SK-OV-3,4.3,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6739,C25H27B2F8N5O2Pt+4,A2780,4.375,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6739,C25H27B2F8N5O2Pt+4,CH1,4.6850000000000005,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6739,C25H27B2F8N5O2Pt+4,SK-OV-3,5.75,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6757,C21H18B2F8N4Pt+4,CH1,4.96,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6757,C21H18B2F8N4Pt+4,SK-OV-3,4.7,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6961,C22H22B2F8N6Pt+4,A2780,4.905,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6961,C22H22B2F8N6Pt+4,CH1,5.38,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL6961,C22H22B2F8N6Pt+4,SK-OV-3,4.72,[Pt](CN(C)C)(CN(C)C)BrBr,Platinum complex
CHEMBL111089,C6H20Cl3N5Pt2,41M,5.755,[Pt]([NH3])([NH3])(Cl)[NH2][CH2][CH2][CH2][CH2][CH2][CH2][NH2][Pt]([NH3])(Cl)(Cl)[Cl],trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl
CHEMBL111089,C6H20Cl3N5Pt2,A2780,6.51,[Pt]([NH3])([NH3])(Cl)[NH2][CH2][CH2][CH2][CH2][CH2][CH2][NH2][Pt]([NH3])(Cl)(Cl)[Cl],trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl
CHEMBL111089,C6H20Cl3N5Pt2,CH1,6.265,[Pt]([NH3])([NH3])(Cl)[NH2][CH2][CH2][CH2][CH2][CH2][CH2][NH2][Pt]([NH3])(Cl)(Cl)[Cl],trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl
CHEMBL111089,C6H20Cl3N5Pt2,SK-OV-3,4.63,[Pt]([NH3])([NH3])(Cl)[NH2][CH2][CH2][CH2][CH2][CH2][CH2][NH2][Pt]([NH3])(Cl)(Cl)[Cl],trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl
CHEMBL118385,C12H8AuCl2N2+2,A2780,5.4399999999999995,[C@H]1[C@H][C@@H](C1)C1=C[N+](=C1)C1=C[C@H](C1)C1=C[N+](=C1)C[Au](Cl)Cl,AUPHEN
CHEMBL150105,C13H18AuNO4+,A2780,4.96,[CH3][N+](C)[CH2][c]1[CH][CH][CH][CH][c]1[CH2][Au](OC(=O)C)(OC(=O)C)OC(=O)C,"Acetato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL150105,C13H18AuNO4+,CH1,4.9399999999999995,[CH3][N+](C)[CH2][c]1[CH][CH][CH][CH][c]1[CH2][Au](OC(=O)C)(OC(=O)C)OC(=O)C,"Acetato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL150105,C13H18AuNO4+,SK-OV-3,4.89,[CH3][N+](C)[CH2][c]1[CH][CH][CH][CH][c]1[CH2][Au](OC(=O)C)(OC(=O)C)OC(=O)C,"Acetato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL164788,C14H24Cl2N2O4Pt,A2780,5.4,[Pt](Cl)(Cl)(N(CCCN)C(C(=O)O)C(=O)O)C(CCC)C,Platinum(IV) Complex
CHEMBL175505,C6H12Cl2N2Pt,A2780,5.1,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL175535,C9H18N2O4Pt+2,A2780,5.64,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL175844,C12H22N2O4Pt+2,A2780,5.33,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL176766,C12H18N2O4Pt,A2780,5.6,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL177920,C8H12N2O4Pt,A2780,5.04,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL177971,C6H16Cl2N2Pt+2,A2780,4.955,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL179236,C6H14Cl2N2Pt+2,A2780,4.995,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL368608,C12H20N2O4Pt+2,A2780,5.43,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL435547,C9H14N2O4Pt,A2780,5.36,Cl[Pt]([NH2]C([NH2])C([CH2]1))[CH2]1Cl,Cis-Platinum (II) Conjugate
CHEMBL194376,C13H16N2O4Pt,41M,4.66,CC(=O)O[Pt](CC(=O)O)(N)(c1ccc2c(c1)CN2C)c1ccc2c(c1)CN2C,trans-[Pt(OAc)2(NH3)(quin)]
CHEMBL194376,C13H16N2O4Pt,A2780,4.89,CC(=O)O[Pt](CC(=O)O)(N)(c1ccc2c(c1)CN2C)c1ccc2c(c1)CN2C,trans-[Pt(OAc)2(NH3)(quin)]
CHEMBL194376,C13H16N2O4Pt,CH1,4.77,CC(=O)O[Pt](CC(=O)O)(N)(c1ccc2c(c1)CN2C)c1ccc2c(c1)CN2C,trans-[Pt(OAc)2(NH3)(quin)]
CHEMBL2068376,C8H19Cl2N3Pt,41M,4.41,[Pt](Cl)(Cl)(NCCCC)(Nc1cccnn1),trans-ptcl2(n-butyl amine)(pz)
CHEMBL2068376,C8H19Cl2N3Pt,A2780,4.8,[Pt](Cl)(Cl)(NCCCC)(Nc1cccnn1),trans-ptcl2(n-butyl amine)(pz)
CHEMBL2068376,C8H19Cl2N3Pt,CH1,4.744999999999999,[Pt](Cl)(Cl)(NCCCC)(Nc1cccnn1),trans-ptcl2(n-butyl amine)(pz)
CHEMBL2068447,C14H24N2O5Pt,SK-OV-3,4.11,C[C@H]1C[C@H]2[C@@H]1C(=O)N(c3ccc(cc3)C(=O)N2)C(=O)[Pt](=O)(=O)O,Platinum analogues of DemethylCantharidin
CHEMBL2068449,C14H20N2O5Pt,SK-OV-3,4.38,C[C@H]1C[C@H]2[C@@H]1C(=O)N(c3ccc(cc3)C(=O)N2)C(=O)[Pt](=O)(=O)O,Platinum analogues of DemethylCantharidin
CHEMBL2068551,C8H12N2O5Pt,SK-OV-3,4.39,C[C@H]1C[C@H]2[C@@H]1C(=O)N(c3ccc(cc3)C(=O)N2)C(=O)[Pt](=O)(=O)O,Platinum analogues of DemethylCantharidin
CHEMBL2068563,C10H16N2O5Pt,SK-OV-3,4.43,C[C@H]1C[C@H]2[C@@H]1C(=O)N(c3ccc(cc3)C(=O)N2)C(=O)[Pt](=O)(=O)O,Platinum analogues of DemethylCantharidin
CHEMBL2146196,C8H16Cl2N2O2Pt,SK-OV-3,5.11,[Pt](Cl)(Cl)[C@@H]1[C@H]([C@@H](N)[C@@H]1O)CN[C@](O)(C)C,"cis-Dichloro[(2S,3R,4S)-2-aminomethyl-3,4-(O-isopropylidene)dihydrxypyrrolidine]platinum (II)"
CHEMBL269100,C22H20B2F8N4OPt+4,A2780,4.3100000000000005,[Pt+2](C1=CC=NC=C1)(C2=CC=NC=C2NCC3=CC=NC=C3)(O[B-](F)(F)F)(O[B-](F)(F)F)CC1=CN=CC=C1,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL269100,C22H20B2F8N4OPt+4,CH1,4.81,[Pt+2](C1=CC=NC=C1)(C2=CC=NC=C2NCC3=CC=NC=C3)(O[B-](F)(F)F)(O[B-](F)(F)F)CC1=CN=CC=C1,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL269100,C22H20B2F8N4OPt+4,SK-OV-3,4.35,[Pt+2](C1=CC=NC=C1)(C2=CC=NC=C2NCC3=CC=NC=C3)(O[B-](F)(F)F)(O[B-](F)(F)F)CC1=CN=CC=C1,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL6477,C21H19B2F8N5Pt+4,A2780,4.64,[Pt+2](C1=CC=NC=C1)(C2=CC=NC=C2NCC3=CC=NC=C3)(O[B-](F)(F)F)(O[B-](F)(F)F)CC1=CN=CC=C1,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL6477,C21H19B2F8N5Pt+4,CH1,4.78,[Pt+2](C1=CC=NC=C1)(C2=CC=NC=C2NCC3=CC=NC=C3)(O[B-](F)(F)F)(O[B-](F)(F)F)CC1=CN=CC=C1,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL6477,C21H19B2F8N5Pt+4,SK-OV-3,4.6,[Pt+2](C1=CC=NC=C1)(C2=CC=NC=C2NCC3=CC=NC=C3)(O[B-](F)(F)F)(O[B-](F)(F)F)CC1=CN=CC=C1,"4'-substituted 2,2':6,2''-Terpyridineplatinum (II) Picoline complex"
CHEMBL295087,C19H18AuF6N2OP+,A2780,5.285,C1(C)[C@@]2([H])C3=C([C@@]1([H])C2=O)C=C(C=[N+]3C4=CC=CC=C4)[Au+](F)(F)(F)(F)(F)F,"8,8-dimethyl-8,12b-dihydro-7b,12c-diazoniabenzo[a]aceanthrylen-12b-ol(gold(III)complex) with Phosphorous hexa fluoride"
CHEMBL295087,C19H18AuF6N2OP+,SK-OV-3,4.88,C1(C)[C@@]2([H])C3=C([C@@]1([H])C2=O)C=C(C=[N+]3C4=CC=CC=C4)[Au+](F)(F)(F)(F)(F)F,"8,8-dimethyl-8,12b-dihydro-7b,12c-diazoniabenzo[a]aceanthrylen-12b-ol(gold(III)complex) with Phosphorous hexa fluoride"
CHEMBL309353,C14H24O2PtS4,SK-OV-3,4.984999999999999,C1CCCCC1OC1CCCCC1O[Pt]23SCCS3CCS2,"2,6-bis(cyclohexyloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL319263,C8H22Cl2N2O2Pt,41M,6.16,[Pt](Cl)(Cl)(N)(O)(O)C(C(C)(C)C)(C)(N)C(C)(C)C,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(1,1,3,3-tetramethyl butylamine)-platinium (IV)"
CHEMBL319263,C8H22Cl2N2O2Pt,A2780,6.03,[Pt](Cl)(Cl)(N)(O)(O)C(C(C)(C)C)(C)(N)C(C)(C)C,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(1,1,3,3-tetramethyl butylamine)-platinium (IV)"
CHEMBL319263,C8H22Cl2N2O2Pt,CH1,6.35,[Pt](Cl)(Cl)(N)(O)(O)C(C(C)(C)C)(C)(N)C(C)(C)C,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(1,1,3,3-tetramethyl butylamine)-platinium (IV)"
CHEMBL319263,C8H22Cl2N2O2Pt,SK-OV-3,5.75,[Pt](Cl)(Cl)(N)(O)(O)C(C(C)(C)C)(C)(N)C(C)(C)C,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(1,1,3,3-tetramethyl butylamine)-platinium (IV)"
CHEMBL319686,C12H26Cl2N2O2Pt,41M,6.01,[Pt](Cl)(Cl)([NH2]C1CCCCC1)([NH2]C1CCCCC1)(O)(O),"trans-a,f-Dichloro-b,d-bis(cyclohexylamine)-c,e-dihydroxo-platinium (IV)"
CHEMBL319686,C12H26Cl2N2O2Pt,A2780,5.8,[Pt](Cl)(Cl)([NH2]C1CCCCC1)([NH2]C1CCCCC1)(O)(O),"trans-a,f-Dichloro-b,d-bis(cyclohexylamine)-c,e-dihydroxo-platinium (IV)"
CHEMBL319686,C12H26Cl2N2O2Pt,CH1,6.24,[Pt](Cl)(Cl)([NH2]C1CCCCC1)([NH2]C1CCCCC1)(O)(O),"trans-a,f-Dichloro-b,d-bis(cyclohexylamine)-c,e-dihydroxo-platinium (IV)"
CHEMBL319686,C12H26Cl2N2O2Pt,SK-OV-3,5.6,[Pt](Cl)(Cl)([NH2]C1CCCCC1)([NH2]C1CCCCC1)(O)(O),"trans-a,f-Dichloro-b,d-bis(cyclohexylamine)-c,e-dihydroxo-platinium (IV)"
CHEMBL320638,C10H22Cl2N2Pt,41M,6.115,[Pt](N)(NCC1(C)C2CC3CC(C1)C2C3)(Cl)Cl,trans-(1-Aminoadamantane)Amminedichloro-platinium (II)
CHEMBL320638,C10H22Cl2N2Pt,A2780,6.125,[Pt](N)(NCC1(C)C2CC3CC(C1)C2C3)(Cl)Cl,trans-(1-Aminoadamantane)Amminedichloro-platinium (II)
CHEMBL320638,C10H22Cl2N2Pt,CH1,6.525,[Pt](N)(NCC1(C)C2CC3CC(C1)C2C3)(Cl)Cl,trans-(1-Aminoadamantane)Amminedichloro-platinium (II)
CHEMBL320638,C10H22Cl2N2Pt,SK-OV-3,5.82,[Pt](N)(NCC1(C)C2CC3CC(C1)C2C3)(Cl)Cl,trans-(1-Aminoadamantane)Amminedichloro-platinium (II)
CHEMBL347085,C12H14AuNO4+,A2780,5.1850000000000005,[C@H]1([C@@H]([C@H]([C@@H]1C(=O)[O-])C(=O)[O-])[Au+3]([C-]2=[N+](C)C)C2=[N+](C)C)c1ccccc1,"Malonato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL347085,C12H14AuNO4+,CH1,5.525,[C@H]1([C@@H]([C@H]([C@@H]1C(=O)[O-])C(=O)[O-])[Au+3]([C-]2=[N+](C)C)C2=[N+](C)C)c1ccccc1,"Malonato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL347085,C12H14AuNO4+,SK-OV-3,4.74,[C@H]1([C@@H]([C@H]([C@@H]1C(=O)[O-])C(=O)[O-])[Au+3]([C-]2=[N+](C)C)C2=[N+](C)C)c1ccccc1,"Malonato[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL358664,C9H12AuCl2N+,A2780,4.71,[Cl][Au]([Cl])[C]1=CC=CC=C1[CH2]N(C)C,"Dichloro[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL358664,C9H12AuCl2N+,CH1,4.775,[Cl][Au]([Cl])[C]1=CC=CC=C1[CH2]N(C)C,"Dichloro[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL358664,C9H12AuCl2N+,SK-OV-3,4.35,[Cl][Au]([Cl])[C]1=CC=CC=C1[CH2]N(C)C,"Dichloro[2-(dimethylamino)methyl]phenyl-C,N]gold-(III)"
CHEMBL413296,C14H28O2PtS4,SK-OV-3,4.609999999999999,C[C@H](C(C)(C)C)Oc1cc2([Pt]3([S][S]3)c2ss1)O[C@H](C(C)(C)C)C,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL419256,C8H16O2PtS4,SK-OV-3,4.665,C(C)O[C@]1([Pt]2([S][S]1)[S][S]2)OC(C)C,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL432005,C10H20Cl2N2O4Pt,41M,5.904999999999999,[Pt](Cl)(Cl)(C(=O)O[C](C)C)(C(=O)O[C](C)C)(C1CCCCC1)[NH4+].[NH4+],AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL432005,C10H20Cl2N2O4Pt,A2780,6.02,[Pt](Cl)(Cl)(C(=O)O[C](C)C)(C(=O)O[C](C)C)(C1CCCCC1)[NH4+].[NH4+],AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL432005,C10H20Cl2N2O4Pt,CH1,5.890000000000001,[Pt](Cl)(Cl)(C(=O)O[C](C)C)(C(=O)O[C](C)C)(C1CCCCC1)[NH4+].[NH4+],AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL432005,C10H20Cl2N2O4Pt,SK-OV-3,5.32,[Pt](Cl)(Cl)(C(=O)O[C](C)C)(C(=O)O[C](C)C)(C1CCCCC1)[NH4+].[NH4+],AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM
CHEMBL447841,C12H24O2PtS4,SK-OV-3,4.65,C(CCCOCCC(C)C)S[C@@]1([Pt]2(SS[C@@]1(SS2))OCCC(C)C)OCCC(C)C,"2,6-bis(3-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL49789,C25H21N6O4Ru+3,A2780,5.154999999999999,[Ru+3](Nc1cccnc1)(Nc2cccnc2)[C@@H]1C(=O)O[C@H]1C(=O)O,alpha-[Ru(azpy)2(mal)]
CHEMBL72641,C10H16O2PtS4,SK-OV-3,4.744999999999999,C1CC(O[C@]2([Pt]3([S][C@]([S])2)[S][C@]([S])3))CC1,"2,6-dicyclobutoxy-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL72647,C12H24O2PtS4,SK-OV-3,4.55,C(C(C(C)C)O)[S]1[C@]2([Pt]([S]1)([S]2[C](C(C(C)C)O)[S]1)[S]1),"2,6-bis(2-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL73585,C12H24O2PtS4,SK-OV-3,4.345,CCCCCOC1SC2SSC1(SSC2[Pt]OCCCCC),"2,6-bis(pentyloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
CHEMBL75705,C12H24O2PtS4,SK-OV-3,5.199999999999999,C1CCCCC1C2CCCCC2O[Pt]2(SSSS2)OCCCCC,"2,6-bis(pentan-3-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane"
